id,name,category,label,full_path
4660,"Blue Jacket with Pockets and Orange Stripes, Blue Legs, Beard, Yellow Construction Helmet, Reddish Brown Eyebrows",Town,71,data/images\CTY0123B.jpg
5210,Deadpool,Super Heroes,61,data/images\SH0032.jpg
15144,"Classic Space - Orange without Air Tanks, with Visor, Male",Space,54,data/images\SP145.jpg
12302,"Fisherman - Bright Light Orange Jacket, Dark Azure Beanie",BrickLink Designer Program,10,data/images\BDP050.jpg
5461,"LEGO Brand Store Male, Plaid Button Shirt (no back printing) {Manchester}",LEGO Brand,35,data/images\TLS064.jpg
10210,Stray - Dark Bluish Gray Cape,Minecraft,39,data/images\MIN061.jpg
13649,Poppy Starr - Stuntz Driver,Town,71,data/images\CTY1489.jpg
9650,"Doctor Strange - Necklace, Cloth Spongy Cape and Starched Collar",Super Heroes,61,data/images\SH0509.jpg
2260,"Primo Figure Boy with Blue Base, Lime Top with Blue Overalls, Green Hat",Primo,49,data/images\BABY021.jpg
11335,"Duplo Figure Lego Ville, Captain America",DUPLO,16,data/images\47394PB281.jpg
11151,Will Byers,Stranger Things,59,data/images\ST003.jpg
537,Blacktron Droid,Space,54,data/images\SP078.jpg
2128,Soccer Player White/Black Team Player 5,Sports,57,data/images\SOC041.jpg
11120,"Tiana - Round Beaded Necklace, Thick Hinge Skirt, Hairband",Disney,19,data/images\DP065.jpg
4694,"Clone Trooper Commander Cody, 212th Attack Battalion (Phase 1) - Dark Bluish Gray Visor, Large Eyes",Star Wars,58,data/images\SW0341.jpg
14720,"Race Car Driver - Male, Black Racing Suit with Red, Dark Azure and Bright Light Orange Stripes, Dark Red Hair",Town,71,data/images\CTY1670.jpg
4442,Mannequin - Groom,Town,71,data/images\TWN101.jpg
4957,"Orange Vest with Safety Stripes - Orange Legs, Red Construction Helmet, Gray Beard",Train,73,data/images\TRN229.jpg
5067,"Snowboarder Guy, Series 5 (Minifigure Only without Stand and Accessories)",Collectible Minifigures,13,data/images\COL080.jpg
6950,"Wetsuit with Blue Sign, Black Legs, Dark Orange Short Tousled Hair, Life Jacket Center Buckle, Open Grin",Town,71,data/images\CTY0469.jpg
2919,Anakin Skywalker - Black Right Hand,Star Wars,58,data/images\SW0120.jpg
5598,"Red Jacket with Zipper Pockets and Classic Space Logo, Red Legs, Blue Helmet",Town,71,data/images\TWN163.jpg
11100,Sweet Mayhem - Smile,The LEGO Movie 2,68,data/images\TLM123.jpg
16847,"Pirate - Boy, White Tank Top with Red Stripes, Dark Green Medium Legs, Red Bandana",BrickLink Designer Program,10,data/images\BDP261.jpg
5680,Yazneg,The Hobbit and The Lord of the Rings,66,data/images\LOR038.jpg
12163,Cole - Urban Cole,NINJAGO,43,data/images\NJO0672.jpg
2254,"Orange Rock Raiders Shirt, Brown Ponytail Hair, Life Jacket",Town,71,data/images\TWN022.jpg
4175,Space Police 3 Alien - Kranxx,Space,54,data/images\SP093.jpg
166,"Exxon - Black Legs, Black Hat",Town,71,data/images\EXX003.jpg
14651,"Pirate - Male, Black Tricorne, Dark Orange Beard and Moustache, Blue Open Coat, Medium Nougat Belt, Black Legs",Pirates,46,data/images\PI197.jpg
5735,Bounty Hunter,Star Wars,58,data/images\SW0476.jpg
17157,"Child - Girl, Red Jacket over White Shirt, Dark Blue Legs, Black Hair",Holiday & Event,31,data/images\HOL412.jpg
15298,"Flower Seller - Female, Bright Light Orange Tang Jacket, Dark Turquoise Legs, Light Bluish Gray Hair, Red Glasses",Holiday & Event,31,data/images\HOL341.jpg
6349,"Artist, Female",Town,71,data/images\TWN193.jpg
1672,LEGO Loco Super Station Master,Train,73,data/images\TRN102.jpg
7237,"Fly Monster, Series 14 (Minifigure Only without Stand and Accessories)",Collectible Minifigures,13,data/images\COL216.jpg
15012,"Astronaut - Female, White Spacesuit with Bright Light Orange Arms, Bright Light Orange Helmet, Trans-Clear Visor, Bright Light Orange Armor with Ingot",Town,71,data/images\CTY1754.jpg
14058,Cho Chang - Dark Blue Ravenclaw Quidditch Uniform,Harry Potter,28,data/images\HP418.jpg
11193,"Anna - Micro Doll, White Dress",Disney,19,data/images\DP084.jpg
3706,"Fantasy Era - Crown Knight Scale Mail with Chest Strap, Helmet with Neck Protector, Dual Sided Head",Castle,12,data/images\CAS385.jpg
962,"'S' - White with Red / Black Stripe, White Legs, Red Cap",Town,71,data/images\S008.jpg
15694,Nezha - Red Legs,Monkie Kid,40,data/images\MK168.jpg
5607,Rock Band Lead Singer,Collectible Minifigures,13,data/images\RB003.jpg
13728,"Soccer Player, Female, Blue Uniform, Medium Brown Skin, Dark Red Hair",LEGO Ideas,36,data/images\IDEA132.jpg
3951,"Duplo Figure Lego Ville, Male, Tan Legs, Blue Top with Tan Overalls Bib, Glasses, Light Bluish Gray Hair",DUPLO,16,data/images\47394PB011B.jpg
1110,"Duplo Figure, Male, Dark Gray Legs, Tan Top, Pith Helmet, Moustache (75425)",DUPLO,16,data/images\4555PB073.jpg
14804,"Soccer Spectator - Red Soccer Jersey, White Legs, Black Spiked Hair",Sports,57,data/images\SOC165.jpg
1064,"Belville Male - Light Violet Shorts, White Shirt with LEGO Logo, Black Hair",Belville,9,data/images\BELVMALE08.jpg
17051,"Tourist - White Shirt with Mountains Logo, Dark Blue Legs, Medium Nougat Tousled Hair",LEGO Ideas,36,data/images\IDEA240.jpg
14845,"Stuntz Driver - Male, White Jumpsuit with Magenta and Dark Azure Arms, Dark Bluish Gray Legs, Black Tall Coiled Hair, Goatee",Town,71,data/images\CTY1531.jpg
6337,"Arctic Explorer, Male with Orange Goggles",Town,71,data/images\CTY0492.jpg
16448,Friends Raj,Friends,26,data/images\FRND0797.jpg
14647,Pigsy Power-up,Monkie Kid,40,data/images\MK128.jpg
9118,Miss Fritter,Cars,11,data/images\CRS009.jpg
11128,Unikitty - Calm-Down Kitty,The LEGO Movie 2,68,data/images\TLM190.jpg
4095,"Pirate Green / White Stripes, Blue Legs, Dark Green Bandana",Pirates,46,data/images\PI132.jpg
6958,Witch-King,The Hobbit and The Lord of the Rings,66,data/images\LOR104.jpg
9130,Mutant Leader,Super Heroes,61,data/images\SH0396.jpg
17250,Izzie - Satin Trans-Clear Armor,DREAMZzz,15,data/images\DRM104.jpg
11518,"Harry Potter - Gryffindor Sweater, Black Legs",Harry Potter,28,data/images\HP220.jpg
15739,Pink Shy Guy,Super Mario,62,data/images\MAR0201.jpg
6334,"Arctic Explorer, Female with Snowshoes",Town,71,data/images\CTY0554.jpg
8405,Tennis Player,Collectible Minifigures,13,data/images\COL269.jpg
2083,Scala Doll Female Adult (Olivia in 3155 Outfit),Scala,52,data/images\SCAFEMA05B.jpg
12785,Squid Drummer,Vidiyo,77,data/images\VID028.jpg
14980,"Ambulance Driver - Female, Dark Turquoise and Neon Yellow Safety Vest, Legs with Silver Reflective Stripes, Dark Orange Mid Length Hair",Town,71,data/images\CTY1720.jpg
6758,"Pizza Delivery Guy, Series 12 (Minifigure Only without Stand and Accessories)",Collectible Minifigures,13,data/images\COL189.jpg
9688,"Duplo Figure Lego Ville, Male, Dark Bluish Gray Legs, Red Jacket, Medium Azure Shirt, Dark Blue Cap",DUPLO,16,data/images\47394PB245.jpg
5813,Commando Droid Captain,Star Wars,58,data/images\SW0448.jpg
9981,"Mountain Police - Crook Female Jacket over 87 Prison Stripes, Backpack",Town,71,data/images\CTY0867.jpg
3835,"Rebel Fleet Trooper / Rebel Scout Trooper - Plain Vest, Frown",Star Wars,58,data/images\SW0187.jpg
7741,"Banana Guy, Series 16 (Minifigure Only without Stand and Accessories)",Collectible Minifigures,13,data/images\COL258.jpg
1353,Exploriens Droid - Dark Gray Helmet,Space,54,data/images\SP011.jpg
9669,"Duplo Figure Lego Ville, Child Boy, Blue Legs, White Checkered Shirt with Belt, Medium Nougat Hair",DUPLO,16,data/images\47205PB062.jpg
9822,Harry Potter Statuette / Trophy - Gryffindor Robe,Harry Potter,28,data/images\90398PB016.jpg
15806,"Robot World Slushy Vendor - Male, Dark Azure Shirt and Legs, Black Hair",Town,71,data/images\CTY1804.jpg
3247,"Imperial Stormtrooper - Light Nougat Head, Solid Mouth Helmet",Star Wars,58,data/images\SW0036A.jpg
12857,Wandering Trader,Minecraft,39,data/images\MIN087.jpg
16655,LeFou,Disney,19,data/images\DP216.jpg
4696,"Clone Trooper Pilot (Phase 1) - Yellow Markings, Black Head",Star Wars,58,data/images\SW0355.jpg
5388,Jay ZX,NINJAGO,43,data/images\NJO0034.jpg
9712,"Falcon - Dark Bluish Gray and Black Suit, Plain Legs",Super Heroes,61,data/images\SH0503.jpg
8847,"Flashback Garmadon, The LEGO Ninjago Movie (Minifigure Only without Stand and Accessories)",Collectible Minifigures,13,data/images\COLTLNM15.jpg
8078,"Jay (Honor Robe) - Day of the Departed, Hair, Blue Mask",NINJAGO,43,data/images\NJO0224.jpg
3104,The Joker - Orange Vest,Batman I,8,data/images\BAT005.jpg
9698,Ebony Maw - Light Aqua Head,Super Heroes,61,data/images\SH0508.jpg
10945,"Police - City Officer Female, Bright Light Blue Shirt with Badge and Radio, Dark Blue Legs, Dark Blue Cap with Dark Orange Ponytail, Sunglasses",Town,71,data/images\CTY1090.jpg
11196,"Ariel, Mermaid (Light Nougat) - Micro Doll, Bright Pink Flower, Closed Eyes",Disney,19,data/images\DP088.jpg
16904,Reed Richards,Super Heroes,61,data/images\SH1049.jpg
17282,Master of Lightning,NINJAGO,43,data/images\NJO1006.jpg
14366,Gimli - Medium Legs,The Hobbit and The Lord of the Rings,66,data/images\LOR119.jpg
5953,"Friends Olivia (Light Nougat) - Bright Light Blue Skirt, Magenta Top",Friends,26,data/images\FRND0040.jpg
7343,Iceklaw - Freeze Cannon Pack,LEGENDS OF CHIMA,34,data/images\LOC154.jpg
3638,"Black Vest with Blue Striped Tie, Dark Red Legs, White Arms, Dark Red Hat, Moustache",Town,71,data/images\TWN068.jpg
12418,"Harry Potter - Dark Blue Open Jacket over Sand Blue Shirt, Black Medium Legs",Harry Potter,28,data/images\HP288.jpg
8365,Sky Pirate Foot Soldier with Turban,NINJAGO,43,data/images\NJO0231.jpg
3081,Peter Pettigrew (Wormtail) - Light Bluish Gray Suit,Harry Potter,28,data/images\HP071.jpg
12971,Black Panther (Shuri),Super Heroes,61,data/images\SH0842.jpg
3536,Hitomi,Exo-Force,22,data/images\EXF020.jpg
2239,Life on Mars (LoM) Martian - Pollux,Space,54,data/images\LOM010.jpg
2160,Chill (4158805),Racers,50,data/images\30599PB01.jpg
14949,Wyldfyre - Sand Green Robe,NINJAGO,43,data/images\NJO0823.jpg
13903,Amy Rose - Red Dress,Sonic the Hedgehog,53,data/images\SON005.jpg
15713,Orc Rogue,LEGO Ideas,36,data/images\IDEA183.jpg
6917,"The Joker - Medium Azure Vest, Lime Bow Tie, Dark Purple Fedora",Super Heroes,61,data/images\SH0094.jpg
10487,"Dragon Boat Race Spectator - Female, Green Jacket Open with Necklace, Dark Blue Legs, Black Ponytail Long with Side Bangs",Holiday & Event,31,data/images\HOL145.jpg
1343,"Duplo Figure, Male, Black Legs, White Top with 2-672 Number on Chest, Black Hair, Black Hands, Stubble (Jailbreak Joe)",DUPLO,16,data/images\4555PB053.jpg
9054,Lena Luthor,DC Super Hero Girls,14,data/images\SHG004.jpg
5705,"Astromech Droid, R4-P17 - Black Full Rectangles",Star Wars,58,data/images\SW0456.jpg
10906,"Obi-Wan Kenobi - Old, Dark Brown Hood and Starched Fabric Cape",Star Wars,58,data/images\SW1046.jpg
4403,"Kingdoms - Dragon Knight Quarters, Helmet with Neck Protector, Moustache and Stubble",Castle,12,data/images\CAS461.jpg
584,"Necklace Red - White Legs, Black Female Hair",Town,71,data/images\NCKLC006.jpg
8975,Imperial Death Trooper - Light Nougat Head,Star Wars,58,data/images\SW0807.jpg
12067,"Black Falcon - Male, Pearl Dark Gray Detailed Legs, Flat Silver Shoulder Pad",LEGO Ideas,36,data/images\IDEA085.jpg
1280,"Scale Mail - Red with Black Arms, Blue Legs, Black Grille Helmet, White Plume",Castle,12,data/images\CAS067.jpg
2641,"NBA Jalen Rose, Chicago Bulls #5",Sports,57,data/images\NBA021.jpg
6771,"Police - City Bandit Male, Black Hair, Mask",Town,71,data/images\CTY0478.jpg
4118,"Plain Blue Torso with White Arms, Light Bluish Gray Legs, Tan Ponytail Hair",Town,71,data/images\PLN158.jpg
10981,Rex Dangervest - Crooked Smile / Angry,The LEGO Movie 2,68,data/images\TLM197.jpg
9291,"Sensei Wu - The LEGO Ninjago Movie, White Robe, Zori Sandals",The LEGO NINJAGO Movie,69,data/images\NJO0315.jpg
12248,"Elf - Green Scalloped Collar with Bells, Red Hat",Holiday & Event,31,data/images\HOL257.jpg
16729,"Medieval Seaside Market Lion Knight Archer - Female, Flat Silver Broad Brim Helmet",BrickLink Designer Program,10,data/images\BDP185.jpg
6645,"Jay (Techno Robe) - Rebooted, Flat Silver Shoulder Armor",NINJAGO,43,data/images\NJO0103.jpg
12040,"Banshee Singer, Vidiyo Bandmates, Series 1 (Minifigure Only without Stand and Accessories)",Vidiyo,77,data/images\VID009.jpg
4142,"Power Miner - Orange Scar, Hair",Power Miners,48,data/images\PM017.jpg
16065,"Barista Hot Chocolate Stand - Female, Reddish Brown Apron with Cup and Name Tag, Reddish Brown Legs,  Dark Orange Hair with Braid",Holiday & Event,31,data/images\HOL394.jpg
586,"Overalls Black with Pocket, Black Legs, Light Gray Cap",Town,71,data/images\OVR004.jpg
1514,Indian Medicine Man,Western,79,data/images\WW019.jpg
254,"Fabuland Pig - Patricia Piglet (Pat), Red Legs, Yellow Top",Fabuland,24,data/images\FAB11E.jpg
13927,"Arctic Explorer Diver - Male, Dark Blue Diving Suit and Helmet, Orange Air Tanks and Flippers, Trans-Light Blue Diver Mask, Beard and Glasses",Town,71,data/images\CTY1656.jpg
1433,"Technic Figure Blue Legs, Light Gray Top with Orca Pattern, Blue Arms, White Helmet",Technic,63,data/images\TECH021B.jpg
2762,"Coast Guard World City - Orange Jacket with Zipper, Silver Sunglasses, Dark Gray Helmet",Town,71,data/images\WC013.jpg
16155,"Child - Girl, Reindeer Costume, Red Scarf",Town,71,data/images\CTY1932.jpg
3121,Viktor Krum - Human Form,Harry Potter,28,data/images\HP077.jpg
5225,"Duplo Figure Lego Ville, Disney Princess, Snow White (6078536 / 6103054)",DUPLO,16,data/images\47394PB148.jpg
13082,"Cyclist - Male, White Shirt, Lime Apron, Bright Light Yellow Hair",Town,71,data/images\CTY1494.jpg
10164,Scarlet Spider - Short Legs,Super Heroes,61,data/images\SH0479.jpg
2740,Truck Driver with Brown Beard and Mirror Sunglasses,For Juniors,25,data/images\4J001.jpg
2854,Knights Kingdom II - King Mathias,Castle,12,data/images\CAS258.jpg
6321,Agent Curtis Bolt Complete - without Sticker on Shield,Ultra Agents,75,data/images\UAGT013.jpg
